stratum,adm_state,state,trucktype,tabtrucks,bodytype,adm_modelyear,vius_gvw,miles_annl,miles_life,mpg,opclass,opclass_mtr,opclass_own,opclass_psl,opclass_pvt,opclass_rnt,transmssn,trip_primary,trip0_50,trip051_100,trip101_200,trip201_500,trip500more,adm_make,business
204,20,KS,4,36.8139,-99,7,10,73288,640030,6.1,2,100,0,0,0,0,2,5,2,4,28,66,0,4,1
204,20,KS,4,36.8139,23,17,11,7672,209422,-99,1,0,0,0,100,0,-99,7,-99,-99,-99,-99,-99,1,3
204,20,KS,4,36.8139,20,9,1,13887,239295,-99,1,0,0,0,100,0,2,2,95,5,0,0,0,15,11
204,20,KS,4,36.8139,15,8,10,12650,113856,5.2,2,100,0,0,0,0,2,3,25,50,15,0,0,4,1
204,20,KS,4,36.8139,-99,13,12,130000,1000000,4,2,100,0,0,0,0,2,5,0,0,50,50,0,11,1
204,20,KS,4,36.8139,21,17,11,0,245932,-99,6,-99,-99,-99,-99,-99,2,8,-99,-99,-99,-99,-99,12,-99
204,20,KS,4,36.8139,26,12,10,100,500000,7,1,0,0,0,100,0,2,3,0,100,0,0,0,8,3
204,20,KS,4,36.8139,-99,6,13,64271,500000,-99,3,0,100,0,0,0,2,3,0,100,0,0,0,11,6
204,20,KS,4,36.8139,-99,17,12,10000,1071138,4.6,1,0,0,0,100,0,2,2,93,2,0,0,0,21,3
204,20,KS,4,36.8139,21,17,11,6590,234987,4,2,100,0,0,0,0,2,2,100,0,0,0,0,12,11
204,20,KS,4,36.8139,11,10,11,18201,287763,-99,1,0,0,0,100,0,2,2,100,0,0,0,0,8,6
204,20,KS,4,36.8139,21,16,11,12000,263381,4.2,1,0,0,0,100,0,2,2,100,0,0,0,0,23,11
204,20,KS,4,36.8139,19,17,10,5100,99420,3,1,0,0,0,100,0,1,2,70,0,0,0,0,4,6
204,20,KS,4,36.8139,11,17,7,0,91385,-99,6,-99,-99,-99,-99,-99,2,8,-99,-99,-99,-99,-99,3,-99
204,20,KS,4,36.8139,11,17,11,30000,180000,4.5,2,100,0,0,0,0,2,2,90,10,0,0,0,4,6
204,20,KS,4,36.8139,-99,17,12,2500,705000,6,1,0,0,0,100,0,2,2,90,10,0,0,0,4,3
204,20,KS,4,36.8139,-99,17,11,0,700000,-99,6,-99,-99,-99,-99,-99,2,8,-99,-99,-99,-99,-99,8,-99
204,20,KS,4,36.8139,-99,5,12,129645,559862,5.7,2,100,0,0,0,0,2,6,0,0,10,20,70,8,1
204,20,KS,4,36.8139,12,17,10,1000,1000000,5,1,0,0,0,100,0,2,2,100,0,0,0,0,4,3
204,20,KS,4,36.8139,-99,17,8,4000,680000,5,1,0,0,0,100,0,2,2,100,0,0,0,0,4,3
204,20,KS,4,36.8139,23,6,7,20000,91000,12,1,0,0,0,100,0,1,2,100,0,0,0,0,6,9
204,20,KS,4,36.8139,12,12,11,18000,500000,4,1,0,0,0,100,0,2,2,80,20,0,0,0,8,4
204,20,KS,4,36.8139,23,5,2,12000,62000,10,1,0,0,0,100,0,1,2,80,20,0,0,0,9,7
204,20,KS,4,36.8139,11,13,11,4810,858610,4.5,1,0,40,0,60,0,2,2,100,0,0,0,0,8,3
204,20,KS,4,36.8139,26,17,9,1500,650000,6,1,0,0,0,100,0,2,2,100,0,0,0,0,11,3
204,20,KS,4,36.8139,-99,11,12,40000,500000,4.9,3,0,100,0,0,0,2,7,-99,-99,-99,-99,-99,8,1
204,20,KS,4,36.8139,12,17,2,100,118859,0.9,1,0,0,0,100,0,2,2,100,0,0,0,0,3,-99
204,20,KS,4,36.8139,26,17,11,2000,650000,5,1,0,0,0,100,0,1,2,100,0,0,0,0,6,3
204,20,KS,4,36.8139,-99,17,12,15593,900620,3.5,2,100,0,0,0,0,2,2,75,10,0,0,0,6,1
204,20,KS,4,36.8139,21,7,11,12000,255109,4.2,1,0,0,0,100,0,2,2,100,0,0,0,0,5,11
204,20,KS,4,36.8139,7,8,11,12246,240000,6,1,0,0,0,100,0,-99,2,100,0,0,0,0,8,7
204,20,KS,4,36.8139,26,17,11,3000,700000,7,1,0,0,0,100,0,2,2,100,0,0,0,0,8,3
204,20,KS,4,36.8139,23,10,3,20000,287763,10,1,0,0,0,100,0,1,2,100,0,0,0,0,6,9
204,20,KS,4,36.8139,11,17,11,400,725000,3,1,0,0,0,100,0,2,2,100,0,0,0,0,11,3
204,20,KS,4,36.8139,-99,12,13,18689,755177,5,1,0,0,0,100,0,2,2,95,5,0,0,0,8,6
204,20,KS,4,36.8139,-99,9,12,109086,800000,4.3,3,0,100,0,0,0,2,5,10,10,10,50,19,8,1
204,20,KS,4,36.8139,26,10,12,5000,800000,-99,1,0,0,0,100,0,2,2,100,0,0,0,0,8,3
204,20,KS,4,36.8139,7,11,11,1810,126147,6.5,1,0,0,0,100,0,2,2,70,10,0,0,0,4,6
204,20,KS,4,36.8139,20,17,9,16420,158300,5.7,2,100,0,0,0,0,2,3,30,40,20,10,0,16,1
204,20,KS,4,36.8139,-99,17,12,1000,324672,5.1,1,0,0,0,100,0,2,2,98,0,0,0,0,8,3
204,20,KS,4,36.8139,-99,17,8,200,960175,5,2,100,0,0,0,0,1,2,100,0,0,0,0,8,14
204,20,KS,4,36.8139,12,12,11,3100,16773,7,1,0,0,0,100,0,1,2,50,20,20,10,0,4,5
204,20,KS,4,36.8139,-99,11,12,3000,615000,5,1,0,0,0,100,0,2,2,75,0,0,0,0,8,3
204,20,KS,4,36.8139,11,17,10,500,500000,6,1,0,0,0,100,0,2,7,-99,-99,-99,-99,-99,8,3
204,20,KS,4,36.8139,15,17,7,205,66411,0.9,1,0,0,0,100,0,2,3,0,100,0,0,0,4,6
204,20,KS,4,36.8139,11,17,12,7248,250000,3.5,2,80,0,0,20,0,1,1,30,5,5,0,20,8,3
204,20,KS,4,36.8139,-99,17,12,25202,674699,-99,3,0,100,0,0,0,2,2,100,0,0,0,0,8,6
204,20,KS,4,36.8139,12,17,10,250,725360,5,1,0,0,0,100,0,2,2,80,0,0,0,0,5,3
204,20,KS,4,36.8139,26,17,10,822,102116,-99,1,0,0,0,100,0,2,2,100,0,0,0,0,4,3
204,20,KS,4,36.8139,11,17,11,28528,303193,4.5,1,0,0,0,100,0,2,2,60,0,40,0,0,12,6
204,20,KS,4,36.8139,-99,17,10,500,248000,8,1,0,0,0,100,0,2,2,95,0,0,0,0,3,3
204,20,KS,4,36.8139,-99,17,12,3214,1070549,5.4,1,0,0,0,100,0,2,2,100,0,0,0,0,8,3
204,20,KS,4,36.8139,11,17,10,6000,200000,6,1,0,0,0,100,0,2,2,100,0,0,0,0,8,4
204,20,KS,4,36.8139,26,11,11,2500,232000,8.5,1,0,0,0,100,0,2,3,0,100,0,0,0,22,3
204,20,KS,4,36.8139,7,10,11,10533,173919,2.8,1,0,0,0,100,0,2,2,100,0,0,0,0,12,7
204,20,KS,4,36.8139,-99,16,13,9200,1435000,6.5,3,0,100,0,0,0,2,7,-99,-99,-99,-99,-99,4,6
204,20,KS,4,36.8139,19,17,11,5624,128833,7,1,0,0,0,100,0,2,3,0,60,0,0,0,6,4
204,20,KS,4,36.8139,23,11,8,3657,177141,6.4,1,0,0,0,100,0,2,3,0,100,0,0,0,24,5
204,20,KS,4,36.8139,12,17,11,657,102066,-99,1,0,0,0,100,0,2,2,100,0,0,0,0,5,3
204,20,KS,4,36.8139,11,8,10,17980,152243,5.9,2,100,0,0,0,0,2,3,25,50,25,0,0,4,1
204,20,KS,4,36.8139,11,17,10,1200,20000,8,1,0,0,0,100,0,2,1,0,0,0,0,0,6,3
204,20,KS,4,36.8139,1,17,4,100,70000,10,5,0,0,100,0,0,2,2,80,0,0,0,0,1,-99
204,20,KS,4,36.8139,-99,3,12,73894,606723,7,2,100,0,0,0,0,2,6,10,20,20,0,50,8,1
204,20,KS,4,36.8139,-99,8,12,144511,990745,5.8,3,0,100,0,0,0,2,6,1,2,7,30,60,8,1
204,20,KS,4,36.8139,12,9,11,15000,70000,5.1,1,0,0,0,100,0,2,1,20,0,0,0,0,4,3
204,20,KS,4,36.8139,21,4,12,48000,124492,4.2,1,0,0,0,100,0,2,3,0,100,0,0,0,12,11
204,20,KS,4,36.8139,-99,8,12,55000,735400,5.3,2,100,0,0,0,0,2,5,0,10,30,60,0,8,1
204,20,KS,4,36.8139,26,17,11,3000,200000,7.5,1,0,0,0,100,0,2,2,100,0,0,0,0,4,3
204,20,KS,4,36.8139,26,17,11,1000,118859,-99,1,0,0,0,100,0,2,7,-99,-99,-99,-99,-99,1,3
204,20,KS,4,36.8139,16,17,4,1200,130000,6,1,0,0,0,100,0,2,2,100,0,0,0,0,1,14
204,20,KS,4,36.8139,-99,5,12,120000,600000,7.5,1,0,0,0,100,0,2,5,0,0,0,100,0,8,7
204,20,KS,4,36.8139,13,17,11,300,579593,6.5,1,0,0,0,100,0,2,2,100,0,0,0,0,6,3
204,20,KS,4,36.8139,20,17,8,3436,734463,-99,2,100,0,0,0,0,2,3,0,100,0,0,0,23,1
204,20,KS,4,36.8139,26,17,8,589,141215,5.8,1,0,0,0,100,0,2,2,100,0,0,0,0,1,3
204,20,KS,4,36.8139,11,17,10,6000,20252,6,1,0,0,0,100,0,2,1,10,0,0,0,0,4,6
204,20,KS,4,36.8139,-99,16,11,12000,671679,4.2,1,0,0,0,100,0,2,1,50,0,0,0,0,12,11
204,20,KS,4,36.8139,26,17,11,450,67000,-99,1,0,0,0,100,0,2,2,100,0,0,0,0,1,3
204,20,KS,4,36.8139,6,6,7,15000,1320000,10,1,0,0,0,100,0,1,2,100,0,0,0,0,9,13
204,20,KS,4,36.8139,-99,1,12,102104,102118,6,2,100,0,0,0,0,2,5,3,5,15,47,30,8,1
204,20,KS,4,36.8139,11,17,10,5056,284056,4,1,0,0,0,75,25,2,2,100,0,0,0,0,8,6
204,20,KS,4,36.8139,26,17,11,2557,209422,-99,1,0,0,0,100,0,2,1,30,0,0,0,0,11,3
204,20,KS,4,36.8139,-99,17,12,1150,1953700,6,1,0,0,0,100,0,2,2,100,0,0,0,0,5,3
204,20,KS,4,36.8139,-99,17,11,0,706881,-99,6,-99,-99,-99,-99,-99,2,8,-99,-99,-99,-99,-99,6,-99
204,20,KS,4,36.8139,21,2,10,14276,41482,3.5,1,0,0,0,100,0,1,7,-99,-99,-99,-99,-99,11,11
204,20,KS,4,36.8139,-99,17,11,1356,1243028,5,1,0,0,0,100,0,2,2,100,0,0,0,0,8,3
204,20,KS,4,36.8139,7,17,10,19255,235100,8,1,0,0,0,100,0,2,2,100,0,0,0,0,8,6
204,20,KS,4,36.8139,11,12,11,35000,560000,6,3,0,100,0,0,0,2,4,0,0,100,0,0,8,4
204,20,KS,4,36.8139,1,17,4,1000,200000,8.5,5,0,0,100,0,0,2,2,99,1,0,0,0,4,-99
204,20,KS,4,36.8139,11,17,11,10348,213484,6.8,1,0,0,0,100,0,2,2,95,0,0,0,0,4,6
204,20,KS,4,36.8139,19,17,11,6000,716229,5.1,1,0,0,0,100,0,2,2,100,0,0,0,0,4,3
204,20,KS,4,36.8139,-99,12,10,20000,650000,6,1,0,0,0,100,0,2,1,0,30,0,0,0,11,3
204,20,KS,4,36.8139,26,17,10,2000,45000,10,1,0,0,0,100,0,1,3,0,100,0,0,0,4,3
204,20,KS,4,36.8139,12,17,5,150,668811,6,1,0,0,0,100,0,2,2,100,0,0,0,0,4,3
204,20,KS,4,36.8139,-99,7,11,85955,615642,5.2,3,0,100,0,0,0,2,6,1,1,10,10,78,8,1
204,20,KS,4,36.8139,26,17,11,2500,1284000,4.5,1,0,0,0,100,0,2,2,75,0,0,0,0,16,3
204,20,KS,4,36.8139,21,3,11,12000,76508,4.2,1,0,0,0,100,0,2,2,100,0,0,0,0,12,11
204,20,KS,4,36.8139,11,17,11,1500,379320,5,1,0,0,0,100,0,2,1,50,0,0,0,0,4,6
204,20,KS,4,36.8139,11,17,10,2000,100000,6,1,0,0,0,100,0,2,2,100,0,0,0,0,11,3
204,20,KS,4,36.8139,21,17,11,20000,359403,4.2,1,0,0,0,100,0,2,2,100,0,0,0,0,12,11
204,20,KS,4,36.8139,20,17,4,3011,359403,-99,6,-99,-99,-99,-99,-99,2,8,-99,-99,-99,-99,-99,4,-99
204,20,KS,4,36.8139,-99,17,12,2000,256000,4,1,0,0,0,100,0,2,3,0,65,0,0,0,8,3
204,20,KS,4,36.8139,12,17,4,100,58000,6,1,0,0,0,100,0,2,2,100,0,0,0,0,4,3
204,20,KS,4,36.8139,-99,17,12,6500,894219,4.5,2,100,0,0,0,0,2,7,-99,-99,-99,-99,-99,11,3
204,20,KS,4,36.8139,21,12,11,11035,424088,2.1,2,100,0,0,0,0,2,2,100,0,0,0,0,12,11
204,20,KS,4,36.8139,11,11,11,36000,390000,7,2,100,0,0,0,0,2,2,80,20,0,0,0,4,1
204,20,KS,4,36.8139,7,17,10,5400,157631,4,1,0,0,0,100,0,2,2,100,0,0,0,0,4,6
204,20,KS,4,36.8139,16,3,11,23200,81255,5.4,2,100,0,0,0,0,2,3,40,50,0,0,0,5,1
204,20,KS,4,36.8139,22,17,8,23334,286793,6,1,0,0,0,100,0,2,1,30,20,0,0,0,8,4
204,20,KS,4,36.8139,12,17,9,100,70000,3.5,1,0,0,0,100,0,2,2,100,0,0,0,0,8,3
204,20,KS,4,36.8139,26,17,11,250,316000,6,1,0,0,0,100,0,2,2,100,0,0,0,0,8,3
204,20,KS,4,36.8139,-99,1,12,98082,168684,6.5,1,0,0,0,100,0,2,4,5,15,80,0,0,8,8
204,20,KS,4,36.8139,11,12,11,15000,900000,7.4,3,0,100,0,0,0,2,2,100,0,0,0,0,8,4
204,20,KS,4,36.8139,26,10,10,30000,235000,8.5,1,0,0,0,100,0,2,2,50,50,0,0,0,4,3
204,20,KS,4,36.8139,21,17,11,18000,48526,4.2,1,0,0,0,100,0,2,2,100,0,0,0,0,12,11
204,20,KS,4,36.8139,-99,10,12,3000,600000,8,1,0,0,0,100,0,2,2,100,0,0,0,0,8,3
204,20,KS,4,36.8139,7,17,11,650,158179,5.5,1,0,0,0,100,0,2,2,100,0,0,0,0,4,9
204,20,KS,4,36.8139,26,17,9,3864,107518,5,2,80,0,0,20,0,1,3,30,68,0,0,0,8,3
204,20,KS,4,36.8139,-99,13,12,4500,619520,7,1,0,0,0,100,0,2,2,100,0,0,0,0,8,3
204,20,KS,4,36.8139,19,1,10,15000,27800,5.3,1,0,0,0,100,0,2,2,85,0,5,0,0,16,8
204,20,KS,4,36.8139,12,17,9,0,359403,-99,6,-99,-99,-99,-99,-99,2,8,-99,-99,-99,-99,-99,4,-99
204,20,KS,4,36.8139,7,16,11,9104,263381,-99,6,-99,-99,-99,-99,-99,2,8,-99,-99,-99,-99,-99,8,-99
204,20,KS,4,36.8139,-99,9,11,1500,801473,10,1,0,0,0,100,0,2,1,10,0,0,0,0,8,3
204,20,KS,4,36.8139,11,15,10,30000,500000,8.9,2,100,0,0,0,0,2,4,0,0,100,0,0,4,6
204,20,KS,4,36.8139,11,17,10,353,177546,5,1,0,0,0,100,0,2,2,50,0,0,0,0,6,3
204,20,KS,4,36.8139,-99,17,12,345,116488,4.2,1,0,0,0,100,0,2,2,100,0,0,0,0,6,6
204,20,KS,4,36.8139,11,17,10,888,475000,5.5,1,0,0,0,100,0,2,7,-99,-99,-99,-99,-99,4,6
204,20,KS,4,36.8139,15,9,11,23200,209000,3.5,2,100,0,0,0,0,2,3,25,50,20,0,0,4,1
204,20,KS,4,36.8139,-99,17,11,500,207030,4.1,1,0,0,0,100,0,2,2,90,0,0,0,0,6,3
204,20,KS,4,36.8139,23,12,1,4970,111625,11,2,100,0,0,0,0,2,2,70,30,0,0,0,9,1
204,20,KS,4,36.8139,-99,17,12,700,674699,7.2,1,0,0,0,100,0,2,2,80,0,0,0,0,8,3
204,20,KS,4,36.8139,24,8,5,12000,135000,6.8,1,0,0,0,100,0,1,2,100,0,0,0,0,1,8
204,20,KS,4,36.8139,-99,17,12,1669,1691481,5.8,2,100,0,0,0,0,2,2,100,0,0,0,0,8,3
204,20,KS,4,36.8139,-99,10,12,19775,473307,4.4,2,80,0,0,20,0,-99,3,20,70,5,5,0,16,6
204,20,KS,4,36.8139,21,13,11,12000,318058,4.2,1,0,0,0,100,0,2,2,100,0,0,0,0,23,11
204,20,KS,4,36.8139,11,17,11,30000,184338,4,3,0,100,0,0,0,2,2,100,0,0,0,0,4,6
204,20,KS,4,36.8139,12,17,11,1600,250000,5,1,0,0,0,100,0,2,3,0,100,0,0,0,12,3
204,20,KS,4,36.8139,20,17,4,50,43004,7.4,1,0,0,0,100,0,2,2,100,0,0,0,0,6,14
204,20,KS,4,36.8139,11,17,8,500,93661,5,1,0,0,0,100,0,2,2,95,0,0,0,0,4,3
204,20,KS,4,36.8139,12,17,6,200,118859,-99,1,0,0,0,100,0,2,2,100,0,0,0,0,1,3
204,20,KS,4,36.8139,23,3,11,65000,177000,-99,1,0,0,0,100,0,1,5,20,20,20,40,0,6,8
204,20,KS,4,36.8139,20,17,6,6290,292643,5.9,2,100,0,0,0,0,2,2,53,6,13,23,4,11,1
204,20,KS,4,36.8139,27,4,4,60000,213000,10,1,0,0,0,100,0,1,5,10,30,0,60,0,6,9
204,20,KS,4,36.8139,19,17,11,5200,806333,5.2,1,0,0,0,100,0,2,2,100,0,0,0,0,4,6
204,20,KS,4,36.8139,-99,10,10,4612,524214,1,1,0,0,0,100,0,2,2,100,0,0,0,0,8,6
204,20,KS,4,36.8139,12,9,4,25000,210925,5,1,0,0,0,100,0,-99,2,100,0,0,0,0,6,9
204,20,KS,4,36.8139,11,17,10,2000,480000,6,1,0,0,0,100,0,2,2,80,0,10,0,0,8,3
204,20,KS,4,36.8139,-99,17,12,1500,853000,6,1,0,0,0,100,0,2,3,0,50,0,50,0,6,12
204,20,KS,4,36.8139,-99,10,12,6180,358306,5.5,1,30,0,0,70,0,2,2,95,5,0,0,0,8,3
204,20,KS,4,36.8139,11,15,10,13211,79000,6,1,0,0,0,100,0,2,2,100,0,0,0,0,6,14
204,20,KS,4,36.8139,19,13,9,6515,972998,4.1,1,0,0,0,100,0,-99,1,19,1,0,0,0,8,3
204,20,KS,4,36.8139,8,11,12,11768,197194,3.4,1,0,0,0,100,0,2,2,100,0,0,0,0,16,7
204,20,KS,4,36.8139,26,17,7,1575,60432,5,1,0,0,0,100,0,2,2,100,0,0,0,0,4,3
204,20,KS,4,36.8139,11,17,11,3500,1000000,-99,1,0,0,0,100,0,2,1,15,0,0,0,0,4,3
204,20,KS,4,36.8139,21,7,11,24000,255109,4.2,1,0,0,0,100,0,2,2,100,0,0,0,0,5,11
204,20,KS,4,36.8139,11,5,11,15000,280000,8,1,0,0,0,100,0,2,2,100,0,0,0,0,11,6
204,20,KS,4,36.8139,26,17,10,5000,285500,0.8,1,0,0,0,100,0,2,2,100,0,0,0,0,8,3
204,20,KS,4,36.8139,-99,17,11,0,743824,-99,6,-99,-99,-99,-99,-99,2,8,-99,-99,-99,-99,-99,6,-99
204,20,KS,4,36.8139,21,2,11,14891,54981,3.4,1,0,0,0,100,0,1,2,90,10,0,0,0,12,11
204,20,KS,4,36.8139,19,12,12,6000,276000,4.5,1,0,0,0,100,0,2,2,90,0,0,0,0,8,3
204,20,KS,4,36.8139,11,3,7,4950,19615,7,1,0,0,0,100,0,1,2,80,10,0,0,0,8,14
204,20,KS,4,36.8139,11,17,11,5789,210031,8,1,0,0,0,100,0,2,2,50,0,0,0,0,4,3
204,20,KS,4,36.8139,-99,14,12,44852,1497504,5,1,40,0,0,60,0,2,2,30,20,20,25,5,8,3
204,20,KS,4,36.8139,11,17,10,500,200000,5,1,0,0,0,100,0,2,2,100,0,0,0,0,8,3
204,20,KS,4,36.8139,12,17,8,500,73463,8,1,0,0,0,100,0,2,2,80,0,0,0,0,4,3
204,20,KS,4,36.8139,-99,16,12,80000,1400000,5,1,0,49,1,50,0,2,5,0,0,0,100,0,5,3
204,20,KS,4,36.8139,26,17,9,200,34000,2.5,1,0,0,0,100,0,2,2,100,0,0,0,0,1,3
204,20,KS,4,36.8139,-99,13,11,37820,693631,5,2,100,0,0,0,0,2,2,40,20,20,10,10,8,1
204,20,KS,4,36.8139,19,1,11,42016,46163,5.8,2,100,0,0,0,0,2,2,100,0,0,0,0,8,1
204,20,KS,4,36.8139,11,17,8,127,118859,2,1,0,0,0,100,0,2,1,19,0,0,0,0,8,3
204,20,KS,4,36.8139,26,17,11,2500,372047,5,1,0,0,0,100,0,1,2,100,0,0,0,0,1,3
204,20,KS,4,36.8139,11,15,12,20000,660228,5,1,0,0,0,100,0,2,2,100,0,0,0,0,8,6
204,20,KS,4,36.8139,11,17,9,2408,359403,-99,1,0,0,0,100,0,2,2,100,0,0,0,0,4,3
204,20,KS,4,36.8139,11,17,10,5000,99450,3.5,1,0,0,0,100,0,1,2,60,10,10,10,10,4,3
204,20,KS,4,36.8139,12,17,3,500,70000,10,1,0,0,0,100,0,2,2,100,0,0,0,0,1,3
204,20,KS,4,36.8139,-99,17,12,5050,276329,4.3,1,0,0,0,100,0,2,2,100,0,0,0,0,8,3
204,20,KS,4,36.8139,9,9,9,836,30489,5,4,0,0,0,10,90,2,2,95,2,0,0,0,4,2
204,20,KS,4,36.8139,11,17,10,989,52128,6,1,0,0,0,100,0,-99,2,100,0,0,0,0,8,3
204,20,KS,4,36.8139,11,3,13,39561,133870,5.1,2,100,0,0,0,0,2,2,90,10,0,0,0,16,1
204,20,KS,4,36.8139,20,17,7,2108,89112,-99,2,100,0,0,0,0,2,7,-99,-99,-99,-99,-99,11,1
204,20,KS,4,36.8139,-99,17,12,22000,635000,5.2,3,0,100,0,0,0,2,2,98,2,0,0,0,8,1
204,20,KS,4,36.8139,23,9,4,14000,181744,12.5,1,0,0,0,100,0,1,2,80,20,0,0,0,9,6
204,20,KS,4,36.8139,11,8,11,13925,96680,5.8,2,100,0,0,0,0,2,2,30,25,30,0,0,4,1
204,20,KS,4,36.8139,12,17,8,2500,177000,10,1,0,0,0,100,0,2,1,50,0,0,0,0,4,3
204,20,KS,4,36.8139,-99,3,12,77900,655928,7,2,100,0,0,0,0,2,5,20,0,0,80,0,8,1
204,20,KS,4,36.8139,-99,6,12,133757,790324,5.6,3,0,100,0,0,0,2,6,1,2,7,30,60,8,1
204,20,KS,4,36.8139,15,17,9,0,209422,-99,6,-99,-99,-99,-99,-99,2,8,-99,-99,-99,-99,-99,4,-99
204,20,KS,4,36.8139,11,17,11,500,200000,5,1,0,0,0,100,0,2,2,100,0,0,0,0,4,4
204,20,KS,4,36.8139,21,17,11,9734,178804,-99,1,0,0,0,100,0,2,7,-99,-99,-99,-99,-99,12,11
204,20,KS,4,36.8139,-99,12,12,4254,390800,5.2,2,100,0,0,0,0,2,2,100,0,0,0,0,8,1
204,20,KS,4,36.8139,-99,17,12,585,827935,4.7,1,0,0,0,100,0,2,1,0,0,0,0,0,6,6
204,20,KS,4,36.8139,7,10,11,1000,287763,6,1,0,0,0,100,0,2,1,10,0,0,0,0,4,9
204,20,KS,4,36.8139,11,17,9,100,252000,4,1,0,0,0,100,0,2,1,50,0,0,0,0,4,3
204,20,KS,4,36.8139,25,12,2,5000,258895,10.1,1,0,0,0,100,0,1,2,100,0,0,0,0,6,13
204,20,KS,4,36.8139,12,4,3,5812,28424,10,1,0,0,0,100,0,1,2,95,0,0,0,0,6,14
204,20,KS,4,36.8139,18,9,10,6000,483164,4,1,0,0,0,100,0,2,7,-99,-99,-99,-99,-99,8,3
204,20,KS,4,36.8139,20,7,4,4000,150000,-99,1,0,0,0,100,0,1,2,100,0,0,0,0,9,6
204,20,KS,4,36.8139,-99,2,9,5124,13934,2.7,1,0,0,0,100,0,1,2,100,0,0,0,0,23,7
204,20,KS,4,36.8139,20,7,11,36000,475000,5.1,2,100,0,0,0,0,2,2,50,50,0,0,0,16,1
204,20,KS,4,36.8139,11,17,7,200,200000,-99,5,0,0,100,0,0,2,2,100,0,0,0,0,6,-99
204,20,KS,4,36.8139,11,17,11,2000,1500000,4.5,1,0,0,0,100,0,2,1,5,0,0,0,0,12,3
204,20,KS,4,36.8139,-99,17,12,80,278412,-99,1,0,0,0,100,0,2,2,100,0,0,0,0,6,3
204,20,KS,4,36.8139,19,17,10,10305,234987,3.3,2,100,0,0,0,0,2,2,100,0,0,0,0,8,1
204,20,KS,4,36.8139,12,17,4,100,60000,4,1,0,0,0,100,0,2,2,100,0,0,0,0,4,3
204,20,KS,4,36.8139,26,17,10,15,81076,10,1,0,0,0,100,0,2,2,100,0,0,0,0,6,3
204,20,KS,4,36.8139,11,2,11,18000,22000,14,1,0,0,0,100,0,1,2,100,0,0,0,0,6,6
204,20,KS,4,36.8139,11,17,11,8300,265021,6,1,0,0,0,100,0,2,2,95,0,0,0,0,16,4
205,20,KS,5,36.7983,-99,9,13,3421,369041,7.6,1,0,0,0,100,0,2,3,0,65,20,15,0,8,3
205,20,KS,5,36.7983,11,15,11,20000,750000,5.2,1,10,0,0,90,0,2,6,0,0,0,30,60,16,3
205,20,KS,5,36.7983,-99,10,12,136742,1276386,6.4,2,100,0,0,0,0,2,5,0,16,19,42,23,5,3
205,20,KS,5,36.7983,11,7,9,16867,600000,-99,1,0,0,0,100,0,2,7,-99,-99,-99,-99,-99,5,6
205,20,KS,5,36.7983,-99,10,10,28000,342795,7,2,100,0,0,0,0,2,3,50,50,0,0,0,8,1
205,20,KS,5,36.7983,23,1,7,20838,90558,-99,1,0,0,0,100,0,-99,7,-99,-99,-99,-99,-99,8,-99
205,20,KS,5,36.7983,9,17,9,4250,151685,4,1,0,0,0,100,0,-99,3,0,100,0,0,0,16,-99
205,20,KS,5,36.7983,-99,11,11,1200,537000,4,1,0,0,0,100,0,2,2,100,0,0,0,0,8,3
205,20,KS,5,36.7983,-99,3,12,150000,450000,5.5,2,100,0,0,0,0,2,6,0,0,0,0,100,11,1
205,20,KS,5,36.7983,26,15,11,19924,253121,7,2,50,0,0,50,0,2,2,50,0,0,40,0,16,3
205,20,KS,5,36.7983,-99,9,12,87623,1052084,5.8,2,100,0,0,0,0,2,2,55,25,0,20,0,16,3
205,20,KS,5,36.7983,-99,4,12,85850,255086,4.9,2,100,0,0,0,0,2,3,0,70,0,30,0,16,1
205,20,KS,5,36.7983,-99,4,13,106781,474564,4.8,2,70,30,0,0,0,2,5,0,18,0,82,0,5,3
205,20,KS,5,36.7983,-99,16,12,3345,110000,8.5,1,0,0,0,100,0,1,2,90,0,0,0,0,24,3
205,20,KS,5,36.7983,-99,2,12,99000,600000,6.5,2,100,0,0,0,0,2,4,0,0,100,0,0,16,1
205,20,KS,5,36.7983,-99,16,12,2700,287000,6,1,0,0,0,100,0,2,2,100,0,0,0,0,8,3
205,20,KS,5,36.7983,-99,4,12,101092,526118,5.2,3,0,100,0,0,0,2,6,0,0,0,30,70,11,1
205,20,KS,5,36.7983,-99,17,12,2000,250000,-99,1,0,0,0,100,0,2,2,100,0,0,0,0,8,3
205,20,KS,5,36.7983,-99,12,11,0,650000,-99,6,-99,-99,-99,-99,-99,2,8,-99,-99,-99,-99,-99,12,-99
205,20,KS,5,36.7983,-99,8,12,1000,170000,6,1,0,0,0,100,0,2,2,100,0,0,0,0,16,3
205,20,KS,5,36.7983,-99,1,12,101152,238622,-99,4,0,0,0,0,100,-99,7,-99,-99,-99,-99,-99,5,2
205,20,KS,5,36.7983,-99,16,12,27000,193433,7,1,0,0,0,100,0,2,4,0,25,50,25,0,5,6
205,20,KS,5,36.7983,-99,7,12,116046,615642,5,2,100,0,0,0,0,-99,6,0,0,0,0,100,11,1
205,20,KS,5,36.7983,12,9,13,1000,211107,-99,1,0,0,0,100,0,1,4,0,0,100,0,0,5,3
